scenario,protocol,command,trial_id,session_setup_ms
unspecified,ssh,ls,1,3529.603226
unspecified,ssh,ls,2,3913.121551
unspecified,ssh,ls,3,5183.792252
unspecified,ssh,df -h,1,3852.681839
unspecified,ssh,df -h,2,2794.343117
unspecified,ssh,df -h,3,3523.784478
unspecified,ssh,ps aux,1,2942.821344
unspecified,ssh,ps aux,2,4672.621630
unspecified,ssh,ps aux,3,4441.701843
unspecified,ssh,grep -n root /etc/passwd,1,2807.104631
unspecified,ssh,grep -n root /etc/passwd,2,3898.493050
unspecified,ssh,grep -n root /etc/passwd,3,3438.085279
unspecified,ssh,cat /proc/meminfo,1,2834.600096
unspecified,ssh,cat /proc/meminfo,2,2914.838753
unspecified,ssh,cat /proc/meminfo,3,2884.889666
unspecified,ssh,find /usr -maxdepth 3,1,3991.561999
unspecified,ssh,find /usr -maxdepth 3,2,3583.754004
unspecified,ssh,find /usr -maxdepth 3,3,2966.885068
unspecified,ssh3,ls,1,1055.974861
unspecified,ssh3,ls,2,882.377325
unspecified,ssh3,ls,3,935.171543
unspecified,ssh3,df -h,1,1089.842501
unspecified,ssh3,df -h,2,919.168742
unspecified,ssh3,df -h,3,929.513078
unspecified,ssh3,ps aux,1,999.936764
unspecified,ssh3,ps aux,2,921.560938
unspecified,ssh3,ps aux,3,935.324640
unspecified,ssh3,grep -n root /etc/passwd,1,1291.486541
unspecified,ssh3,grep -n root /etc/passwd,2,955.891324
unspecified,ssh3,grep -n root /etc/passwd,3,1610.750925
unspecified,ssh3,cat /proc/meminfo,1,1432.644481
unspecified,ssh3,cat /proc/meminfo,2,949.976272
unspecified,ssh3,cat /proc/meminfo,3,951.829490
unspecified,ssh3,find /usr -maxdepth 3,1,868.564594
unspecified,ssh3,find /usr -maxdepth 3,2,959.144637
unspecified,ssh3,find /usr -maxdepth 3,3,1065.158947
unspecified,mosh,ls,1,3898.404127
unspecified,mosh,ls,2,3601.758447
unspecified,mosh,ls,3,3612.405226
unspecified,mosh,df -h,1,3997.487945
unspecified,mosh,df -h,2,3974.048722
unspecified,mosh,df -h,3,3727.598161
unspecified,mosh,ps aux,1,3398.719606
unspecified,mosh,ps aux,2,4049.187131
unspecified,mosh,ps aux,3,4085.907030
unspecified,mosh,grep -n root /etc/passwd,1,4042.315981
unspecified,mosh,grep -n root /etc/passwd,2,4705.248734
unspecified,mosh,grep -n root /etc/passwd,3,3559.922340
unspecified,mosh,cat /proc/meminfo,1,3498.494784
unspecified,mosh,cat /proc/meminfo,2,4035.085758
unspecified,mosh,cat /proc/meminfo,3,3545.438456
unspecified,mosh,find /usr -maxdepth 3,1,3584.375610
unspecified,mosh,find /usr -maxdepth 3,2,4490.947244
unspecified,mosh,find /usr -maxdepth 3,3,3601.322047
