scenario,protocol,command,trial_id,session_setup_ms
low,ssh3,find /usr -maxdepth 3,10,124.784041
low,mosh,ls,1,390.263822
low,mosh,ls,2,510.559852
low,mosh,ls,3,612.744423
low,mosh,ls,4,509.526192
low,mosh,ls,5,556.666243
low,mosh,ls,6,585.010720
low,mosh,ls,7,652.730188
low,mosh,ls,8,612.406705
low,mosh,ls,9,599.565261
low,mosh,ls,10,545.924704
low,mosh,df -h,1,455.690886
low,mosh,df -h,2,374.876490
low,mosh,df -h,3,363.192078
low,mosh,df -h,4,397.451809
low,mosh,df -h,5,390.773326
low,mosh,df -h,6,344.766272
low,mosh,df -h,7,377.759022
low,mosh,df -h,8,404.599274
low,mosh,df -h,9,347.654175
low,mosh,df -h,10,380.707196
low,mosh,ps aux,1,609.214738
low,mosh,ps aux,2,568.733483
low,mosh,ps aux,3,613.405616
low,mosh,ps aux,4,628.011389
low,mosh,ps aux,5,630.846083
low,mosh,ps aux,6,552.903472
low,mosh,ps aux,7,527.918572
low,mosh,ps aux,8,614.156413
low,mosh,ps aux,9,541.790677
low,mosh,ps aux,10,567.900772
low,mosh,grep -rn root /etc/,1,789.347951
low,mosh,grep -rn root /etc/,2,631.968464
low,mosh,grep -rn root /etc/,3,549.811532
low,mosh,grep -rn root /etc/,4,581.748595
low,mosh,grep -rn root /etc/,5,594.777359
low,mosh,grep -rn root /etc/,6,554.973494
low,mosh,grep -rn root /etc/,7,610.582983
low,mosh,grep -rn root /etc/,8,638.579231
low,mosh,grep -rn root /etc/,9,622.331670
low,mosh,grep -rn root /etc/,10,611.568837
low,mosh,cat /proc/meminfo,1,765.529840
low,mosh,cat /proc/meminfo,2,625.790411
low,mosh,cat /proc/meminfo,3,583.036531
low,mosh,cat /proc/meminfo,4,580.566524
low,mosh,cat /proc/meminfo,5,580.057350
low,mosh,cat /proc/meminfo,6,607.978922
low,mosh,cat /proc/meminfo,7,545.506056
low,mosh,cat /proc/meminfo,8,556.868021
low,mosh,cat /proc/meminfo,9,644.682000
low,mosh,cat /proc/meminfo,10,551.465399
low,mosh,find /usr -maxdepth 3,1,611.008819
low,mosh,find /usr -maxdepth 3,2,614.023258
low,mosh,find /usr -maxdepth 3,3,543.903050
low,mosh,find /usr -maxdepth 3,4,616.243995
low,mosh,find /usr -maxdepth 3,5,613.535774
low,mosh,find /usr -maxdepth 3,6,559.228974
low,mosh,find /usr -maxdepth 3,7,557.465903
low,mosh,find /usr -maxdepth 3,8,578.299177
low,mosh,find /usr -maxdepth 3,9,567.500198
low,mosh,find /usr -maxdepth 3,10,597.014955
