scenario,protocol,workload,round_id,sample_id,command_id,command,latency_ms,output_bytes,throughput_kib_s,received_pct,status,error_type,error_message
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,49,1,find /etc /var/log -type f 2>/dev/null,619.151760,28772,45.380887,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,50,1,find /etc /var/log -type f 2>/dev/null,644.420295,28772,43.601445,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,51,1,find /etc /var/log -type f 2>/dev/null,594.028158,28772,47.300209,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,52,1,find /etc /var/log -type f 2>/dev/null,558.408650,28772,50.317373,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,53,1,find /etc /var/log -type f 2>/dev/null,736.611198,28772,38.144487,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,54,1,find /etc /var/log -type f 2>/dev/null,900.690523,28772,31.195683,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,55,1,find /etc /var/log -type f 2>/dev/null,796.368630,28772,35.282224,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,56,1,find /etc /var/log -type f 2>/dev/null,593.004836,28772,47.381833,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,57,1,find /etc /var/log -type f 2>/dev/null,823.549035,28772,34.117770,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,58,1,find /etc /var/log -type f 2>/dev/null,746.819962,28772,37.623065,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,59,1,find /etc /var/log -type f 2>/dev/null,917.198963,28772,30.634200,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,60,1,find /etc /var/log -type f 2>/dev/null,982.460636,28772,28.599269,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,61,1,find /etc /var/log -type f 2>/dev/null,1027.514683,28772,27.345260,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,62,1,find /etc /var/log -type f 2>/dev/null,705.450939,28772,39.829356,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,63,1,find /etc /var/log -type f 2>/dev/null,796.870533,28772,35.260002,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,64,1,find /etc /var/log -type f 2>/dev/null,966.934474,28772,29.058491,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,65,1,find /etc /var/log -type f 2>/dev/null,1330.495623,28772,21.118188,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,66,1,find /etc /var/log -type f 2>/dev/null,917.745063,28772,30.615971,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,67,1,find /etc /var/log -type f 2>/dev/null,770.701777,28772,36.457236,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,68,1,find /etc /var/log -type f 2>/dev/null,1760.550986,28772,15.959581,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,69,1,find /etc /var/log -type f 2>/dev/null,1531.281182,28772,18.349116,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,70,1,find /etc /var/log -type f 2>/dev/null,1712.788562,28772,16.404626,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,71,1,find /etc /var/log -type f 2>/dev/null,1404.208683,28772,20.009602,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,72,1,find /etc /var/log -type f 2>/dev/null,1217.673237,28772,23.074874,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,73,1,find /etc /var/log -type f 2>/dev/null,901.698573,28772,31.160808,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,74,1,find /etc /var/log -type f 2>/dev/null,1140.208389,28772,24.642562,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,75,1,find /etc /var/log -type f 2>/dev/null,834.438328,28787,33.690093,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,76,1,find /etc /var/log -type f 2>/dev/null,820.612565,28772,34.239856,100.00,ok,,
unspecified,ssh,find /etc /var/log -type f 2>/dev/null,1,77,1,find /etc /var/log -type f 2>/dev/null,806.290416,28772,34.848059,100.00,ok,,
