scenario,protocol,command,trial_id,session_setup_ms
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",5,1831.257722
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",6,1928.276584
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",7,2192.318384
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",8,1798.014082
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",9,2072.669285
unspecified,mosh,"cid=$(docker ps -q | head -n 1); [ -n ""$cid"" ] && docker logs ""$cid"" 2>/dev/null || true",10,1877.442835
unspecified,mosh,ps aux,1,1871.821792
unspecified,mosh,ps aux,2,1831.633795
unspecified,mosh,ps aux,3,1898.567253
unspecified,mosh,ps aux,4,1837.035624
unspecified,mosh,ps aux,5,1951.505398
unspecified,mosh,ps aux,6,1870.870374
unspecified,mosh,ps aux,7,1887.051269
unspecified,mosh,ps aux,8,1799.096580
unspecified,mosh,ps aux,9,1898.601669
unspecified,mosh,ps aux,10,1910.941024
